LAND,1415784900000,10.79
LAND,1415786700000,10.9199
LAND,1415786760000,10.92
LAND,1415787120000,10.91
LAND,1415787600000,10.81
LAND,1415787840000,10.79
LAND,1415787960000,10.79
LAND,1415788260000,10.75
LAND,1415788320000,10.859
LAND,1415789760000,10.88
LAND,1415789880000,10.82
LAND,1415790120000,10.83
LAND,1415790480000,10.85
LAND,1415790540000,10.79
LAND,1415792460000,10.8
LAND,1415792640000,10.85
LAND,1415793360000,10.93
LAND,1415796840000,10.92
LAND,1415796900000,10.84
LAND,1415798280000,10.7501
LAND,1415798640000,10.8
LAND,1415800020000,10.8
LAND,1415800080000,10.75
LAND,1415800140000,10.75
LAND,1415800920000,10.7
LAND,1415801040000,10.8
LAND,1415801940000,10.75
LAND,1415803560000,10.75
LAND,1415805720000,10.75
LAND,1415806020000,10.75
LAND,1415806440000,10.695
LAND,1415806920000,10.73
LAND,1415806980000,10.75
LAND,1415807340000,10.805
LAND,1415807580000,10.8499
LAND,1415807640000,10.79
LAND,1415807700000,10.8
LAND,1415807880000,10.73
LAND,1415807940000,10.73
