AEGN,1415784600000,19.5
AEGN,1415785620000,19.53
AEGN,1415785740000,19.55
AEGN,1415786100000,19.5899
AEGN,1415786400000,19.59
AEGN,1415786520000,19.56
AEGN,1415786700000,19.56
AEGN,1415786820000,19.5701
AEGN,1415786940000,19.62
AEGN,1415787000000,19.6
AEGN,1415787240000,19.5
AEGN,1415787300000,19.42
AEGN,1415787360000,19.47
AEGN,1415787420000,19.51
AEGN,1415787660000,19.53
AEGN,1415787720000,19.5501
AEGN,1415787780000,19.5501
AEGN,1415787840000,19.57
AEGN,1415787900000,19.595
AEGN,1415788080000,19.58
AEGN,1415788140000,19.54
AEGN,1415788320000,19.51
AEGN,1415788500000,19.51
AEGN,1415788680000,19.51
AEGN,1415788860000,19.5
AEGN,1415789160000,19.43
AEGN,1415789220000,19.43
AEGN,1415789280000,19.44
AEGN,1415789340000,19.49
AEGN,1415789400000,19.4876
AEGN,1415789460000,19.4664
AEGN,1415789700000,19.46
AEGN,1415789760000,19.46
AEGN,1415789940000,19.45
AEGN,1415790180000,19.4073
AEGN,1415790240000,19.38
AEGN,1415790300000,19.36
AEGN,1415790480000,19.34
AEGN,1415790540000,19.4
AEGN,1415790660000,19.4
AEGN,1415790720000,19.39
AEGN,1415790840000,19.36
AEGN,1415790900000,19.35
AEGN,1415790960000,19.34
AEGN,1415791020000,19.31
AEGN,1415791080000,19.33
AEGN,1415791140000,19.34
AEGN,1415791200000,19.3
AEGN,1415791260000,19.29
AEGN,1415791320000,19.29
AEGN,1415791380000,19.29
AEGN,1415791440000,19.25
AEGN,1415791500000,19.27
AEGN,1415791620000,19.26
AEGN,1415791680000,19.28
AEGN,1415791740000,19.25
AEGN,1415791800000,19.26
AEGN,1415791860000,19.29
AEGN,1415791980000,19.33
AEGN,1415792040000,19.32
AEGN,1415792100000,19.34
AEGN,1415792220000,19.395
AEGN,1415792280000,19.36
AEGN,1415792340000,19.36
AEGN,1415792400000,19.36
AEGN,1415792460000,19.3603
AEGN,1415792520000,19.36
AEGN,1415792580000,19.36
AEGN,1415792640000,19.36
AEGN,1415792700000,19.38
AEGN,1415792760000,19.39
AEGN,1415792880000,19.36
AEGN,1415792940000,19.36
AEGN,1415793000000,19.36
AEGN,1415793120000,19.35
AEGN,1415793300000,19.33
AEGN,1415793360000,19.3295
AEGN,1415793420000,19.32
