HRZN,1415784600000,14.16
HRZN,1415785320000,14.305
HRZN,1415785380000,14.29
HRZN,1415785620000,14.305
HRZN,1415787780000,14.27
HRZN,1415787840000,14.28
HRZN,1415788260000,14.27
HRZN,1415788320000,14.279
HRZN,1415788380000,14.27
HRZN,1415788440000,14.28
HRZN,1415788500000,14.285
HRZN,1415789400000,14.28
HRZN,1415790300000,14.27
HRZN,1415791140000,14.27
HRZN,1415791200000,14.27
HRZN,1415791260000,14.27
HRZN,1415791320000,14.27
HRZN,1415791800000,14.27
HRZN,1415792040000,14.26
HRZN,1415792700000,14.2451
HRZN,1415793420000,14.25
HRZN,1415793540000,14.26
HRZN,1415793840000,14.26
HRZN,1415794380000,14.27
HRZN,1415794440000,14.27
HRZN,1415794500000,14.27
HRZN,1415795340000,14.27
HRZN,1415795580000,14.27
HRZN,1415795820000,14.27
HRZN,1415796360000,14.28
HRZN,1415796600000,14.35
HRZN,1415797320000,14.32
HRZN,1415797380000,14.25
HRZN,1415797980000,14.27
HRZN,1415799360000,14.27
HRZN,1415799840000,14.27
HRZN,1415799960000,14.21
HRZN,1415800740000,14.27
HRZN,1415800860000,14.27
HRZN,1415800980000,14.28
HRZN,1415803260000,14.24
HRZN,1415803440000,14.27
HRZN,1415803560000,14.275
HRZN,1415803620000,14.24
HRZN,1415805180000,14.26
HRZN,1415805720000,14.2502
HRZN,1415805960000,14.27
HRZN,1415806680000,14.285
HRZN,1415807040000,14.27
HRZN,1415807400000,14.37
HRZN,1415807700000,14.3
HRZN,1415807760000,14.295
HRZN,1415807880000,14.25
HRZN,1415807940000,14.27
HRZN,1415809740000,14.27
