AXAS,1415784600000,4.06
AXAS,1415784660000,4.06
AXAS,1415784720000,4.07
AXAS,1415784780000,4.08
AXAS,1415784840000,4.1
AXAS,1415784900000,4.09
AXAS,1415784960000,4.07
AXAS,1415785020000,4.05
AXAS,1415785080000,4.04
AXAS,1415785140000,4.066
AXAS,1415785200000,4.08
AXAS,1415785260000,4.09
AXAS,1415785320000,4.07
AXAS,1415785380000,4.06
AXAS,1415785440000,4.04
AXAS,1415785500000,4.01
AXAS,1415785560000,4.012
AXAS,1415785620000,4.02
AXAS,1415785680000,4.02
AXAS,1415785740000,4.04
AXAS,1415785800000,4.07
AXAS,1415785860000,4.07
AXAS,1415785920000,4.05
AXAS,1415785980000,4.05
AXAS,1415786040000,4.05
AXAS,1415786100000,4.05
AXAS,1415786160000,4.05
AXAS,1415786220000,4.06
AXAS,1415786280000,4.08
AXAS,1415786400000,4.08
AXAS,1415786460000,4.11
AXAS,1415786520000,4.11
AXAS,1415786580000,4.14
AXAS,1415786640000,4.11
AXAS,1415786700000,4.1
AXAS,1415786760000,4.1
AXAS,1415786820000,4.11
AXAS,1415786940000,4.12
AXAS,1415787000000,4.12
AXAS,1415787060000,4.12
AXAS,1415787120000,4.12
AXAS,1415787180000,4.12
AXAS,1415787240000,4.125
AXAS,1415787300000,4.11
AXAS,1415787360000,4.11
AXAS,1415787420000,4.12
AXAS,1415787480000,4.13
AXAS,1415787540000,4.13
AXAS,1415787600000,4.149
AXAS,1415787660000,4.17
AXAS,1415787720000,4.1799
AXAS,1415787780000,4.1599
AXAS,1415787840000,4.15
AXAS,1415787900000,4.16
AXAS,1415787960000,4.16
AXAS,1415788020000,4.15
AXAS,1415788080000,4.1472
AXAS,1415788140000,4.145
AXAS,1415788200000,4.1401
AXAS,1415788260000,4.14
AXAS,1415788320000,4.13
AXAS,1415788380000,4.12
AXAS,1415788440000,4.12
AXAS,1415788500000,4.11
AXAS,1415788560000,4.105
AXAS,1415788620000,4.115
AXAS,1415788680000,4.105
AXAS,1415788740000,4.12
AXAS,1415788800000,4.11
AXAS,1415788860000,4.11
AXAS,1415788920000,4.1
AXAS,1415788980000,4.1
AXAS,1415789040000,4.1
AXAS,1415789100000,4.0901
AXAS,1415789160000,4.1
AXAS,1415789220000,4.09
AXAS,1415789280000,4.1
AXAS,1415789340000,4.1
AXAS,1415789400000,4.09
AXAS,1415789460000,4.09
AXAS,1415789520000,4.09
AXAS,1415789580000,4.09
AXAS,1415789640000,4.08
AXAS,1415789700000,4.07
AXAS,1415789760000,4.085
AXAS,1415789820000,4.08
AXAS,1415789880000,4.08
AXAS,1415789940000,4.07
AXAS,1415790000000,4.055
AXAS,1415790060000,4.06
AXAS,1415790120000,4.04
AXAS,1415790180000,4.05
AXAS,1415790240000,4.065
AXAS,1415790300000,4.06
AXAS,1415790360000,4.04
AXAS,1415790420000,4.05
AXAS,1415790480000,4.05
AXAS,1415790540000,4.055
AXAS,1415790600000,4.07
AXAS,1415790660000,4.06
AXAS,1415790720000,4.07
AXAS,1415790780000,4.07
AXAS,1415790840000,4.1
AXAS,1415790900000,4.09
AXAS,1415790960000,4.09
AXAS,1415791020000,4.085
